id,Hectare,Date,Age,Primary Fur Color,Highlight Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions
2630,09I,10102018,Adult,Gray,"Cinnamon, White",,,False,False,False,False,True,,False,False,False,False,False,False,True,True,
2631,42H,10142018,Adult,Gray,White,Above Ground,Running along stone ledge,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2632,04C,10102018,Adult,Gray,White,Ground Plane,,False,True,False,False,True,,False,False,False,False,False,False,False,False,
2633,16D,10072018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,True,False,False,False,True,
2634,05C,10062018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
2635,07I,10132018,Juvenile,Cinnamon,Gray,Ground Plane,Bench,False,False,False,True,False,,False,False,False,False,False,True,False,False,
2636,15F,10072018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,pair with #5,False,False,False,False,False,False,False,True,
2637,34C,10122018,Adult,Black,,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False,
2638,39F,10142018,Adult,Gray,Cinnamon,Above Ground,rocks,True,False,True,False,True,,False,False,False,False,False,False,False,False,
2639,04B,10102018,Adult,Gray,,Above Ground,,True,False,False,False,False,running from squirrel #5,False,False,False,False,False,False,False,False,
2640,31D,10142018,Juvenile,Gray,,Ground Plane,Open ground,True,False,False,True,True,,False,False,False,False,True,False,True,False,
2641,06D,10202018,Adult,Gray,White,Ground Plane,by carousel,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2642,14E,10172018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,staring,False,False,False,False,False,False,False,False,
2643,04C,10102018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False,
2644,39B,10142018,Adult,Gray,White,Ground Plane,,False,False,False,True,True,"pretended to bury a nut,stuck a leaf on top to make the spot less conspicuous.",False,False,False,False,False,False,True,False,
2645,08A,10132018,Adult,Cinnamon,Gray,Above Ground,,True,False,True,True,False,,False,False,False,False,False,True,False,False,
2646,38F,10182018,Adult,Cinnamon,"Gray, White",Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
2647,07F,10082018,Adult,Gray,,Above Ground,to tree,True,False,False,True,True,ran up tree 4 feet and ate leaves,False,False,False,False,False,False,True,False,
2648,13E,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2649,35I,10062018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2650,29C,10072018,Adult,Black,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2651,34A,10122018,Adult,Gray,Cinnamon,Above Ground,chasing from tree to ground,True,True,True,False,False,,False,False,False,False,False,False,True,False,
2652,33E,10142018,Juvenile,Gray,"Cinnamon, White",Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,True,False,
2653,37G,10142018,Adult,Gray,,Above Ground,,False,True,False,False,False,playing,False,False,False,False,False,False,True,False,
2654,20E,10142018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,True,True,,False,False,False,False,True,False,False,False,
2655,15B,10172018,Adult,Gray,,Ground Plane,on hill,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2656,38C,10192018,Juvenile,Gray,White,Ground Plane,,True,False,False,False,True,,True,False,False,False,False,False,True,False,
2657,21B,10172018,Juvenile,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
2658,41D,10142018,Adult,Gray,White,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2659,16A,10192018,,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,
2660,08I,10132018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2661,10F,10192018,Adult,Gray,Cinnamon,Ground Plane,"Under ""Grape Arbor"" structure behind Bandshell",True,False,False,False,True,digging,False,False,False,False,False,False,False,True,
2662,32C,10142018,Adult,Gray,,Above Ground,,False,True,True,False,False,,False,False,False,False,False,False,False,False,
2663,38A,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,True,False,
2664,14E,10082018,Adult,Gray,White,Ground Plane,,False,False,False,True,True,burying,False,False,False,False,False,False,True,False,curious
2665,07C,10122018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,foraging (loving the acorns!),False,False,False,False,False,False,True,False,
2666,05D,10202018,Adult,Gray,"Black, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2667,38F,10132018,Juvenile,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2668,35A,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2669,36I,10072018,Adult,Gray,,Ground Plane,,True,True,False,False,True,,False,False,False,False,True,True,True,False,chased birds (blue jay)
2670,03F,10062018,Juvenile,Cinnamon,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True,
2671,35A,10132018,Juvenile,Cinnamon,,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True,
2672,08B,10122018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,True,
2673,03D,10102018,Adult,Cinnamon,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2674,03E,10082018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2675,09H,10182018,Adult,Gray,,Ground Plane,,True,True,False,False,False,,False,False,False,False,False,False,False,False,
2676,02H,10062018,Adult,Gray,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
2677,36F,10172018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,runs from (dog)
2678,04A,10072018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2679,03H,10082018,Adult,Gray,Cinnamon,Above Ground,,False,False,False,False,False,teasing barking dog,False,False,False,False,False,False,True,False,indifferent by not caring about dog
2680,19C,10182018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2681,15C,10172018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,True,True,,False,False,False,False,False,False,False,True,
2682,17A,10132018,Adult,Gray,Cinnamon,Above Ground,on a little pedestal-shaped part of a tree,False,False,False,True,False,,False,False,False,False,True,False,True,False,
2683,02A,10192018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2684,38A,10192018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,standing on back legs,False,False,False,False,False,True,True,False,
2685,01E,10072018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2686,38F,10182018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
2687,01B,10192018,Adult,Gray,White,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2688,19A,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2689,31H,10082018,Adult,Gray,,Above Ground,Also way up,False,False,True,False,True,,False,False,False,False,False,False,False,False,
2690,39D,10122018,Adult,Gray,White,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False,
2691,02A,10102018,Adult,Gray,White,Above Ground,climbing in bush,False,False,True,False,False,hopping & flipping around. this one was very energetic & jumping aorund,False,False,False,False,True,False,False,False,climbed a foot up a tree and watched me
2692,37E,10132018,?,,,Above Ground,"unsure, just heard kuks",False,False,False,False,False,,True,False,False,False,False,False,False,False,
2693,08H,10172018,Adult,Gray,Cinnamon,Above Ground,fence,True,False,False,False,True,,False,False,False,False,False,False,True,False,
2694,31B,10072018,Juvenile,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2695,42I,10142018,Adult,Cinnamon,Gray,Ground Plane,,False,False,True,False,False,,False,False,False,False,True,False,True,False,
2696,15D,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,False,walking,False,False,False,False,False,False,False,False,stopped and watched me before slowly moving on
2697,13A,10172018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2698,05F,10072018,Adult,Gray,Cinnamon,Above Ground,tree,True,True,False,False,True,,False,False,False,False,False,False,False,False,
2699,35C,10132018,,Gray,Cinnamon,Above Ground,,False,False,True,False,True,,True,True,False,True,True,False,True,False,
2700,02C,10102018,Adult,Gray,White,Ground Plane,right at the base of the same tree as #3,False,False,False,True,True,,False,False,False,False,False,False,False,False,
2701,26I,10102018,Adult,Gray,Cinnamon,Above Ground,tree,False,False,True,False,True,,False,False,False,False,True,False,True,False,
2702,19C,10182018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,True,False,False,
2703,20F,10072018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2704,04F,10132018,Adult,Gray,"Black, Cinnamon",Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,True,False,
2705,05E,10082018,Adult,Gray,White,Above Ground,on a checker table,False,False,False,True,False,,False,False,False,False,False,False,True,False,
2706,11B,10142018,,Gray,,Above Ground,,True,False,False,True,True,,False,False,False,False,False,False,False,False,
2707,36I,10072018,Juvenile,Gray,,Above Ground,,True,True,False,False,False,burying nut,False,False,False,False,True,False,False,False,
2708,01E,10062018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2709,38C,10142018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,True,,True,False,False,False,False,False,False,True,
2710,34A,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,took a chestnut,False,False,False,False,False,False,False,False,
2711,16E,10182018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,True,False,False,False,False,False,True,False,
2712,17D,10082018,Adult,Gray,White,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2713,35C,10132018,,,,,,False,False,False,False,False,,True,False,False,False,False,False,False,False,did not *see*
2714,14D,10192018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
2715,35A,10132018,Adult,Gray,White,Ground Plane,,True,False,False,True,True,,False,False,False,False,False,False,False,True,
2716,32B,10102018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2717,36I,10072018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2718,14B,10072018,Adult,Gray,,,,False,False,False,False,False,,False,False,False,False,False,False,False,False,
2719,42C,10132018,Adult,Gray,Cinnamon,Ground Plane,Between park and main drag,False,False,True,True,False,,False,False,False,False,False,False,True,True,
2720,40E,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2721,15E,10082018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False,
2722,32D,10062018,Juvenile,Gray,"Black, Cinnamon, White",Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,False,False,stand on two feet and watching me
2723,30E,10082018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,True,False,False,False,False,False,False,
2724,15H,10082018,Juvenile,Cinnamon,Gray,Ground Plane,base of gingko tree,False,False,False,True,False,,False,False,False,False,False,False,True,False,
2725,02H,10062018,Adult,Gray,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
2726,12A,10132018,Adult,Cinnamon,Gray,Ground Plane,,True,False,True,False,True,,False,False,False,False,True,False,False,True,
2727,41I,10172018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2728,31D,10142018,,Gray,Cinnamon,Above Ground,Ground then up tree,False,False,True,False,False,chased by a doggo,False,False,True,False,False,False,False,True,runs from (dogs!)
2729,20F,10072018,Adult,Gray,White,Above Ground,in tree,False,False,True,True,False,,False,False,False,False,False,False,False,False,
2730,33D,10172018,Adult,Black,Cinnamon,Above Ground,,False,False,True,False,False,,True,True,False,False,False,False,True,True,
2731,16D,10072018,Adult,Cinnamon,White,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False,
2732,12G,10122018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,True,False,False,False,,True,False,False,False,False,False,False,True,
2733,03E,10082018,Adult,Gray,,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,False,True,
2734,05C,10102018,Adult,Cinnamon,"Gray, White",Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
2735,38B,10192018,Juvenile,Gray,,Ground Plane,,False,False,False,True,True,,False,False,False,False,True,False,True,False,
2736,12F,10072018,Adult,Gray,Cinnamon,,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2737,09I,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2738,11H,10102018,,Cinnamon,Gray,,,False,False,False,True,False,,False,False,False,False,True,False,True,False,
2739,32C,10142018,Adult,Gray,,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2740,33I,10062018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2741,28D,10122018,Juvenile,Cinnamon,White,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,True,
2742,41A,10072018,Adult,Gray,White,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
2743,09B,10102018,,,,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,False,False,
2744,01I,10122018,Juvenile,Cinnamon,White,Above Ground,on ledge,False,False,True,False,False,,False,False,False,False,True,False,False,True,
2745,41C,10172018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False,
2746,12E,10172018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,True,False,
2747,33D,10172018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False,
2748,07F,10082018,Adult,Gray,,Ground Plane,,False,False,False,False,True,scratching self,False,False,False,False,False,False,False,True,
2749,35E,10062018,Adult,Gray,,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False,
2750,38E,10102018,Adult,Gray,Cinnamon,Ground Plane,edge of the stream,False,False,False,False,True,,False,False,False,True,False,False,True,False,
2751,03I,10132018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2752,22B,10142018,Adult,Cinnamon,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2753,10H,10142018,Juvenile,,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,
2754,04I,10062018,Adult,Black,,Above Ground,On top of park lamp,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2755,04B,10182018,Adult,Gray,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2756,14G,10122018,Adult,Cinnamon,Black,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,True,
2757,39F,10142018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False,
2758,38G,10202018,Adult,Gray,Cinnamon,Ground Plane,,False,True,False,False,True,,False,True,False,True,False,False,True,False,
2759,12F,10072018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2760,09I,10142018,Adult,Cinnamon,"Black, White",Ground Plane,,False,False,False,False,True,digging deeeep,False,False,False,False,False,False,True,False,
2761,22E,10142018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,True,False,False,
2762,29D,10142018,Juvenile,Gray,,Above Ground,End of tree limb foraging,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2763,21B,10172018,Juvenile,Cinnamon,White,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False,paused to look at me
2764,07G,10182018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,grooming,False,False,False,False,False,False,False,False,
2765,34H,10062018,,Gray,White,Ground Plane,Under Tupelo Tree,False,False,False,True,False,,False,False,False,False,True,False,False,False,
2766,03F,10132018,Adult,Gray,White,Above Ground,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
2767,28C,10142018,Adult,Black,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2768,05C,10102018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False,
2769,23F,10132018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False,indifferent (busy foraging)
2770,08D,10072018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,acknowledged me though
2771,20C,10182018,Juvenile,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,True,False,False,
2772,29D,10142018,Adult,Black,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2773,14E,10172018,Adult,Gray,White,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2774,15E,10082018,Adult,Gray,,Ground Plane,,False,False,False,True,True,burying,False,False,False,False,False,False,True,False,
2775,03B,10072018,Juvenile,Gray,"Cinnamon, White",Above Ground,At fence,True,False,True,True,False,,False,False,False,False,True,False,True,True,
2776,02A,10192018,?,Gray,,Above Ground,in tall planetree,True,False,False,False,False,,False,False,False,False,False,False,False,False,
2777,09B,10102018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2778,02E,10142018,Adult,Cinnamon,White,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
2779,16D,10102018,Adult,Gray,,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False,
2780,02G,10102018,Adult,Gray,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
2781,32H,10062018,Adult,Gray,White,Ground Plane,,True,False,False,False,True,,False,False,False,False,True,True,False,True,
2782,05A,10062018,Juvenile,Gray,Cinnamon,Above Ground,in tall shrubs near wall next to CPW,False,False,True,True,False,,False,False,False,False,False,False,True,False,
2783,09A,10132018,Adult,,,,,False,False,False,False,False,,False,False,False,False,False,False,False,True,
2784,04H,10062018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,True,True,,False,False,False,False,False,False,True,False,
2785,13G,10082018,Juvenile,Gray,,Above Ground,willow oak tree,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2786,04D,10082018,Adult,Cinnamon,"Gray, White",,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2787,21F,10182018,Adult,Cinnamon,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,False,True,
2788,15F,10072018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2789,21C,10142018,Adult,,,Above Ground,,False,False,True,False,False,,False,False,False,True,False,False,True,False,
2790,32E,10072018,Adult,Gray,,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,True,False,
2791,04H,10062018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2792,09D,10082018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2793,12E,10182018,Juvenile,Cinnamon,White,Ground Plane,,True,False,True,False,False,,True,False,False,True,False,False,False,True,
2794,37G,10072018,Adult,Gray,,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False,
2795,29C,10062018,Adult,Gray,Cinnamon,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,False,False,
2796,41B,10102018,Adult,Gray,Cinnamon,,,False,False,False,True,False,eating a mushroom!,False,False,False,False,False,False,True,False,
2797,03F,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2798,11H,10102018,Adult,Cinnamon,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
2799,01B,10192018,Adult,Gray,White,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
2800,13E,10082018,Juvenile,Cinnamon,"Black, White",Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,True,False,
2801,38H,10192018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
2802,29H,10062018,Adult,Gray,,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,False,True,
2803,38C,10142018,Adult,Gray,White,Ground Plane,,False,False,True,True,False,,False,False,False,False,False,False,True,False,
2804,13D,10142018,Adult,Gray,White,Ground Plane,,False,True,False,True,True,,False,False,False,False,False,False,True,False,
2805,11E,10122018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2806,33B,10102018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
2807,07C,10122018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,True,hopping around,False,False,False,False,False,False,True,False,
2808,16E,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,False,True,
2809,35A,10132018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
2810,03F,10062018,Adult,Gray,White,Above Ground,,True,False,True,False,False,running from dog,False,False,False,False,False,False,False,True,
2811,32A,10132018,Adult,Gray,Cinnamon,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False,
2812,15H,10132018,Adult,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False,
2813,34H,10062018,Adult,Gray,,Ground Plane,in grass,True,False,False,False,False,,False,False,False,False,False,False,False,False,
2814,03F,10132018,Adult,Gray,White,Above Ground,,False,False,True,False,False,,False,True,False,False,False,False,False,True,
2815,02A,10102018,Adult,Gray,White,Ground Plane,base of tree with ~ 30 small birds all eating,False,False,False,True,True,,False,False,False,False,True,True,True,False,
2816,38A,10132018,Adult,Black,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
2817,11I,10122018,Adult,Gray,,Above Ground,,True,False,True,False,True,,False,False,False,False,False,False,False,True,runs away from the ball
2818,41E,10132018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2819,35B,10132018,Adult,Gray,,Ground Plane,,True,False,True,False,False,chased by dog #2,True,False,False,False,False,False,False,True,runs from (dog)
2820,05E,10122018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True,
2821,13D,10182018,Adult,Cinnamon,Gray,Ground Plane,,True,False,True,False,False,climbing (down),False,False,False,False,False,False,True,False,
2822,14H,10122018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
2823,09B,10102018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False,
2824,30B,10192018,Adult,Gray,"Black, Cinnamon, White",Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,True,
2825,32E,10072018,Adult,Gray,,Above Ground,tree top,False,False,True,False,False,,False,False,False,False,False,False,False,False,
2826,05B,10132018,Adult,Gray,,Ground Plane,,False,False,False,False,True,grooming,False,False,False,False,False,False,False,False,
2827,27I,10072018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,True,
2828,41C,10072018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,True,False,False,,False,False,False,False,False,False,False,False,
2829,39E,10182018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2830,05E,10082018,Adult,Gray,Cinnamon,Above Ground,on fence,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2831,40B,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2832,32I,10072018,Adult,Gray,Cinnamon,Ground Plane,,False,False,True,True,True,chirps,False,False,False,False,True,False,True,False,
2833,29A,10192018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2834,40G,10132018,Adult,Gray,,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,True,False,False,
2835,42F,10172018,,Gray,Cinnamon,,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2836,04D,10082018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2837,40I,10182018,Adult,Cinnamon,,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False,
2838,26A,10062018,Adult,Gray,,Above Ground,,False,True,False,False,False,,False,False,False,False,True,False,False,False,
2839,42F,10172018,,Gray,,,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2840,21B,10192018,Juvenile,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2841,39C,10062018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2842,16B,10172018,Adult,Gray,White,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
2843,37D,10142018,Adult,Gray,,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,False,False,
2844,09A,10132018,Juvenile,Gray,Cinnamon,Ground Plane,,False,True,False,True,False,,False,False,False,False,False,False,True,False,
2845,20E,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
2846,30I,10062018,Adult,Gray,Cinnamon,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
2847,11E,10132018,Adult,Gray,,Ground Plane,,False,False,False,False,True,burying,False,False,False,False,False,False,True,False,
2848,13D,10142018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,True,,False,False,False,False,True,False,False,True,
2849,05E,10082018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2850,32I,10072018,Adult,,,Above Ground,,False,False,True,False,False,"different sound - happy,playful chirps",False,False,False,False,True,False,True,False,
2851,01I,10122018,Adult,Gray,"Black, Cinnamon, White",Ground Plane,,False,False,False,True,False,,False,False,False,True,False,False,False,True,
2852,20C,10182018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2853,04C,10062018,Juvenile,Gray,White,Above Ground,,False,False,True,True,True,,False,False,False,False,False,False,True,False,
2854,20B,10132018,Adult,Gray,White,Ground Plane,,False,True,False,False,False,,False,False,False,False,True,False,True,False,
2855,03F,10062018,Adult,Gray,"Cinnamon, White",Ground Plane,on the path,False,False,False,False,True,,False,False,False,False,False,True,False,False,
2856,22F,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False,
2857,04H,10062018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False,
2858,03B,10072018,Juvenile,Gray,,Above Ground,on rock,False,False,True,True,False,,False,False,False,False,False,False,True,False,
